604,Parente & Brian Snõddy,['Hamletback Goliath'],['Hamletback Goliath']
167,Rebecca “Don't Mess with Me” Guay,['Persecute Artist'],['Persecute Artist']
490,Sidharth Chaturvedi,"['Disrupt Decorum', 'Rivals of Ixalan', 'Dominaria', 'Explorers of Ixalan', 'Aether Revolt', 'Eldritch Moon', 'Kaladesh', 'Amonkhet', 'Hour of Devastation', 'Ixalan']","['Disrupt Decorum', 'Legion Conquistador', 'Fathom Fleet Boarder', 'Reaver Ambush', ""Vraska's Conquistador"", 'Daring Archaeologist', 'Knight of Grace', 'Knight of Malice', 'Mass Mutiny', 'Aether Inspector', 'Dawnfeather Eagle', 'Ice Over', 'Fen Hauler', 'Long Road Home', 'Thriving Ibex', 'Dukhara Scavenger', 'Embraal Bruiser', 'Wild Wanderer', 'Mighty Leap', 'Final Reward', 'Aven Wind Guide', 'Aerial Guide', 'Consign', 'Oblivion', 'Legion Conquistador', 'Storm Sculptor']"
534,Dimitar,"['Plains', 'Rivals of Ixalan', 'Ixalan']","['Plains', 'Island', 'Swamp', 'Mountain', 'Forest', 'Settle the Wreckage', 'Pillar of Origins', 'Field of Ruin', 'Sunpetal Grove', 'Unclaimed Territory']"
623,Miles Johnston,"['Jhessian Thief', 'Magic Origins']","['Jhessian Thief', 'Cruel Revival']"
322,Mark Harrison,"['Isochron Scepter', 'Weatherlight']","['Isochron Scepter', ""Jabari's Banner"", 'Tolarian Drake']"
31,James Paick,"['World Queller', 'Zendikar', 'Magic: The Gathering-Commander', 'Gatecrash', 'Dark Ascension', 'Magic 2011', 'Khans of Tarkir', 'Commander 2016', 'Commander 2015', 'Magic 2013', 'Journey into Nyx', 'Battle for Zendikar', 'Commander Anthology', 'Planechase', 'Commander 2017', 'Commander 2013 Edition', 'Fate Reforged', 'Worldwake', 'Rivals of Ixalan', 'Born of the Gods', 'Avacyn Restored', 'Innistrad', 'Dominaria', 'Explorers of Ixalan', 'Dragons of Tarkir', 'Aether Revolt', 'Scars of Mirrodin', 'Rise of the Eldrazi', 'Commander 2014', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Eldritch Moon', 'Kaladesh', 'Conspiracy: Take the Crown', 'Amonkhet', 'Hour of Devastation', 'Ixalan', 'New Phyrexia', 'Mirrodin Besieged', 'Shadows over Innistrad', 'Magic Origins']","['World Queller', 'Carnage Altar', 'Kabira Crossroads', 'Wall of Omens', 'Disaster Radius', 'Ghave, Guru of Spores', ""Debtor's Pulpit"", 'Razortip Whip', 'Harrowing Journey', ""Avacyn's Collar"", ""Ajani's Mantra"", 'Pyretic Ritual', 'Naturalize', 'Scout the Borders', 'Ancient Excavation', 'Armory Automaton', 'Ghave, Guru of Spores', 'Assault Suit', 'Skullwinder', 'Scytheclaw', 'Disaster Radius', 'Firewing Phoenix', 'Temple of Malady', 'Crumble to Dust', 'Mortuary Mire', 'Sanctum of Ugin', 'Skullwinder', 'Assault Suit', 'Academy at Tolaria West', 'The Maelstrom', 'Steel Hellkite', 'Kabira Crossroads', 'Carnage Altar', 'Torrent Elemental', 'Rest for the Weary', 'Searing Blaze', 'Eye of Ugin', 'Woodland Stream', 'Siren Song Lyre', 'Terminus', 'Bonfire of the Damned', 'Moonsilver Spear', 'Island', 'Swamp', 'Mountain', 'Forest', 'Mask of Avacyn', 'Moorland Haunt', 'Island', 'Swamp', 'Mountain', 'Forest', 'Seismic Shift', 'Aesthir Glider', 'Memorial to Genius', 'Memorial to Glory', 'Meandering River', 'Disaster Radius', 'Void Squall', 'Ainok Artillerist', 'Naturalize', 'Filigree Crawler', 'Treasure Keeper', 'Genesis Wave', 'Steel Hellkite', 'Razorverge Thicket', 'Plains', 'Plains', 'Plains', 'Plains', 'Wall of Omens', 'Disaster Radius', 'Eldrazi Temple', 'Mountain', 'Mountain', 'Mountain', 'Mountain', 'Assault Suit', 'Moonsilver Spear', 'Steel Hellkite', 'Aether Searcher', 'Academy at Tolaria West', 'The Maelstrom', 'Vexing Scuttler', 'Eddytrail Hawk', 'Visionary Augmenter', 'Select for Inspection', 'Aetherworks Marvel', 'Demolition Stomper', 'Swamp', 'Splitting Slime', 'Ancient Crab', 'Manticore of the Gauntlet', 'Thorned Moloch', 'Desert of the Indomitable', 'Ipnu Rivulet', 'Glacial Fortress', 'Woodland Stream', ""Norn's Annex"", 'Plains', 'Plains', 'Plains', 'Plains', 'Gone Missing', 'Magmatic Chasm', 'Woodland Stream', 'Mountain', 'Embermaw Hellion', ""Pyromancer's Goggles"", 'Swamp']"
110,Martina Pilcerova,"['Mana Tithe', 'Dissension', 'Unhinged', 'Planechase 2012 Edition', 'Magic: The Gathering-Commander', 'Mirrodin', 'Time Spiral', 'Magic 2011', 'Commander 2016', 'Darksteel', 'Commander 2015', 'Magic 2013', 'Commander Anthology', 'Magic 2010', 'Planechase', 'Commander 2017', 'Commander 2013 Edition', 'Magic 2014 Core Set', 'Morningtide', 'Archenemy', 'Innistrad', 'Ninth Edition', 'Future Sight', 'Return to Ravnica', 'Scars of Mirrodin', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Betrayers of Kamigawa', 'Tenth Edition', 'Lorwyn', 'Guildpact', 'Fifth Dawn', 'Magic 2015 Core Set']","['Mana Tithe', 'Bronze Bombshell', 'Skullmead Cauldron', 'Novijen, Heart of Progress', 'Prahv, Spires of Order', 'Rix Maadi, Dungeon Palace', 'Pointy Finger of Doom', 'Selesnya Loft Gardens', 'Skarrg, the Rage Pits', 'Vitu-Ghazi, the City-Tree', 'Island', 'Island', 'Island', 'Island', 'Hornet Queen', 'Darksteel Ingot', 'Fungal Reaches', 'Svogthos, the Restless Tomb', 'Vivid Crag', 'Mountain', 'Seething Song', 'Gilded Lotus', 'Cloudpost', 'Plains', 'Island', 'Swamp', 'Mountain', 'Forest', 'Brass Gnat', 'Fungal Reaches', 'Gemstone Caverns', 'Quag Sickness', 'Stone Golem', 'Farseek', 'Darksteel Ingot', 'Orzhov Signet', 'Rakdos Signet', 'Darksteel Forge', 'Darksteel Ingot', 'Darksteel Ingot', 'Orzhov Signet', 'Novijen, Heart of Progress', 'Vivid Crag', 'Farseek', 'Gilded Lotus', 'Darksteel Ingot', 'Mountain', 'Wall of Faith', 'Darksteel Forge', 'Sunhome, Fortress of the Legion', 'Plains', 'Island', 'Swamp', 'Farseek', 'Darksteel Ingot', 'Orzhov Signet', 'Rakdos Signet', 'Vivid Crag', 'Darksteel Ingot', 'Vitu-Ghazi, the City-Tree', 'Vivid Crag', 'Quag Sickness', 'Darksteel Forge', 'Darksteel Ingot', 'Game-Trail Changeling', 'Every Last Vestige Shall Rot', 'Your Puny Minds Cannot Fathom', 'Seething Song', 'Vitu-Ghazi, the City-Tree', 'Thraben Purebloods', 'Feral Ridgewolf', 'Graveyard Shovel', 'Seething Song', 'Veilstone Amulet', 'Runewing', 'Axebane Stag', 'Lux Cannon', 'Sylvok Lifestaff', 'Honden of Seeing Winds', ""Tatsumasa, the Dragon's Fang"", 'Island', 'Island', 'Island', 'Island', 'Farseek', 'Spectral Searchlight', 'Duskmantle, House of Shadow', 'Sunhome, Fortress of the Legion', 'Svogthos, the Restless Tomb', 'Vitu-Ghazi, the City-Tree', 'Mana Geyser', 'Deathrender', 'Spectral Searchlight', 'Selesnya Loft Gardens', 'Skarrg, the Rage Pits', 'Vitu-Ghazi, the City-Tree', 'Island', 'Island', 'Island', 'Island', 'Ribbons of the Reikai', 'Crawling Filth', 'Akki Raider', 'Mannichi, the Fevered Dream', 'Island', 'Soaring Hope', 'Deathrender', 'Vivid Crag', 'Island', 'Mountain', 'Gruul War Plow', 'Moratorium Stone', 'Nivix, Aerie of the Firemind', 'Orzhova, the Church of Deals', 'Skarrg, the Rage Pits', 'Mana Geyser', 'Horned Helm', 'Hornet Queen']"
431,Milivoj Ćeran,"['Five-Finger Discount', 'Unstable', 'Ixalan']","['Five-Finger Discount', 'As Luck Would Have It', 'Earl of Squirrel', 'Ineffable Blessing (a)', 'Ineffable Blessing (b)', 'Ineffable Blessing (c)', 'Ineffable Blessing (d)', 'Ineffable Blessing (e)', 'Ineffable Blessing (f)', ""Vanquisher's Banner""]"
365,David Ho,"['Flash', 'Mirage', 'Classic Sixth Edition']","['Flash', 'Blistering Barrier', 'Flash']"
28,Mike Bierek,"[""Shieldmate's Blessing"", 'Zendikar', 'Theros', 'Planechase 2012 Edition', 'Magic: The Gathering-Commander', 'Gatecrash', ""Dragon's Maze"", 'Magic 2011', 'Khans of Tarkir', 'Commander 2016', 'Commander 2015', 'Magic 2013', 'Battle for Zendikar', 'Commander Anthology', 'Magic 2010', 'Commander 2017', 'Commander 2013 Edition', 'Magic 2014 Core Set', 'Fate Reforged', 'Worldwake', 'Born of the Gods', 'Avacyn Restored', 'Aether Revolt', 'Return to Ravnica', 'Scars of Mirrodin', 'Rise of the Eldrazi', 'Commander 2014', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Kaladesh', 'Conspiracy: Take the Crown', 'Amonkhet', 'Hour of Devastation', 'New Phyrexia', 'Mirrodin Besieged', 'Magic 2012', 'Magic Origins', 'Magic 2015 Core Set']","[""Shieldmate's Blessing"", 'Quest for Ancient Secrets', 'Mark of Mutiny', 'Tuktuk Grunts', 'Oran-Rief, the Vastwood', 'Rageblood Shaman', 'Spark Jolt', 'Temple of Abandon', 'Wall of Frost', 'Mark of Mutiny', 'Mana-Charged Dragon', 'Sol Ring', 'Clinging Anemones', 'Mystic Genesis', 'Unexpected Results', 'Breeding Pool', 'Bane Alley Blackguard', 'Sin Collector', 'Unflinching Courage', 'Vorel of the Hull Clade', 'Frost Titan', 'Ice Cage', 'Wall of Frost', 'Hooting Mandrills', 'Lurking Predators', 'Vorel of the Hull Clade', 'Sol Ring', 'Sol Ring', 'Oran-Rief, the Vastwood', 'Mark of Mutiny', 'Swamp', 'Swamp', 'Cloud Manta', 'Drana, Liberator of Malakir', 'Mana-Charged Dragon', 'Kazandu Tuskcaller', 'Sol Ring', 'Oran-Rief, the Vastwood', 'Ice Cage', 'Wall of Frost', 'Lurking Predators', ""White Sun's Zenith"", 'Drana, Kalastria Bloodchief', 'Sol Ring', 'Tempt with Reflections', 'Kazandu Tuskcaller', 'Sol Ring', 'Swamp', 'Frost Breath', 'Wall of Frost', 'Frost Walker', ""Iona's Judgment"", 'Stoneforge Mystic', 'Quest for the Nihil Stone', 'Omnath, Locus of Mana', 'Warchanter of Mogis', 'Banners Raised', 'Shipwreck Moray', 'Mana Bloom', 'Frostburn Weird', 'Nivmagus Elemental', 'Auriok Edgewright', ""Ghalma's Warden"", 'Screeching Silcaw', 'Kuldotha Phoenix', 'Saberclaw Golem', 'Trigon of Thought', 'Luminous Wake', 'Oust', 'Arrogant Bloodlord', 'Drana, Kalastria Bloodchief', 'Kazandu Tuskcaller', 'Runed Servitor', ""White Sun's Zenith"", 'Frost Titan', 'Drana, Kalastria Bloodchief', 'Sol Ring', 'Oran-Rief, the Vastwood', 'Woodvine Elemental', 'Runed Servitor', 'Wall of Frost', 'Mark of Mutiny', 'Weaponcraft Enthusiast', 'Menagerie Liberator', 'Runed Servitor', 'Galestrike', 'Ammit Eternal', 'War Report', 'Slag Fiend', 'Unwinding Clock', 'Ardent Recruit', ""White Sun's Zenith"", 'Morbid Plunder', 'Phyrexian Hydra', 'Knowledge Pool', 'Frost Breath', 'Frost Titan', 'Ice Cage', 'Wall of Torches', 'Hallowed Moonlight', 'Infernal Scarring', 'Runed Servitor', 'Wall of Frost']"
369,Tony Roberts,"['Soar', 'Mirage', 'Fifth Edition', 'Visions']","['Soar', 'Roots of Life', 'Pyric Salamander', 'Stone Rain', 'Femeref Knight', 'Iron Tusk Elephant', 'Noble Elephant', 'Windreaper Falcon', 'Forest', 'Forest', 'Forest', 'Forest', 'Wall of Brambles', 'Stone Rain', 'Wall of Fire', 'Elephant Grass']"
330,Patrick Ho,"['Wall of Glare', ""Urza's Destiny"", 'Ninth Edition']","['Wall of Glare', 'Colos Yearling', 'Scrying Glass', 'Storage Matrix', 'Storage Matrix']"
21,Steve Prescott,"['Landbind Ritual', 'Zendikar', 'Planar Chaos', 'Theros', 'Eventide', 'Planechase 2012 Edition', 'Magic: The Gathering-Commander', 'Gatecrash', ""Dragon's Maze"", 'Alara Reborn', 'Dark Ascension', 'Magic 2011', 'Khans of Tarkir', 'Commander 2016', 'Unstable', 'Commander 2015', 'Magic 2013', 'Journey into Nyx', 'Battle for Zendikar', 'Commander Anthology', 'Magic 2010', 'Planechase', 'Commander 2017', 'Commander 2013 Edition', 'Magic 2014 Core Set', 'Oath of the Gatewatch', 'Morningtide', 'Fate Reforged', 'Worldwake', 'Rivals of Ixalan', 'Shards of Alara', 'Born of the Gods', 'Avacyn Restored', 'Archenemy', 'Innistrad', 'Dominaria', 'Dragons of Tarkir', 'Future Sight', 'Return to Ravnica', 'Rise of the Eldrazi', 'Commander 2014', 'Archenemy: Nicol Bolas', 'Magic: The Gathering—Conspiracy', 'Planechase Anthology', 'Conflux', 'Kaladesh', 'Lorwyn', 'Conspiracy: Take the Crown', 'Ixalan', 'New Phyrexia', 'Shadowmoor', 'Shadows over Innistrad', 'Magic 2012', 'Magic Origins', 'Magic 2015 Core Set']","['Landbind Ritual', 'Reckless Scholar', 'Rampaging Baloths', 'Malach of the Dawn', 'Body Double', 'Merfolk Thaumaturgist', 'Riptide Pilferer', 'Prognostic Sphinx', 'Nessian Courser', ""Warriors' Lesson"", 'Fleetfeather Sandals', 'Patrol Signaler', 'Indigo Faerie', 'Heartlash Cinder', 'Deity of Scars', 'Gift of the Deity', 'Belligerent Hatchling', 'Enlisted Wurm', 'Silent-Blade Oni', 'Riddlekeeper', 'Shriekmaw', 'Nav Squad Commandos', 'Syndic of Tithes', 'Sapphire Drake', 'Crowned Ceratok', 'Slaughterhorn', 'Shattering Blow', 'Showstopper', 'Give', 'Take', 'Behemoth Sledge', 'Enlisted Wurm', 'Stun Sniper', 'Feed the Pack', 'Increasing Savagery', 'Bloodcrazed Goblin', 'Canyon Minotaur', 'Ember Hauler', 'Fauna Shaman', 'Timely Hordemate', 'Arrow Storm', 'Trumpet Blast', 'Abzan Guide', 'Death Frenzy', 'Elite Scaleguard', 'Satyr Wayfinder', 'Spinerock Knoll', 'Boomflinger', 'Buzz Buggy', 'Gift Horse', 'Goblin Slingshot', 'Hard Hat Area', 'Head Banger', 'Targeting Rocket', 'Thud-for-Duds', 'Turbo-Thwacking Auto-Hammer', 'Mirror Match', 'Shriekmaw', 'Satyr Wayfinder', 'Spinerock Knoll', 'Hydrosurge', 'Wind Drake', 'Canyon Minotaur', 'Goblin Battle Jester', 'Leonin Iconoclast', 'Gluttonous Cyclops', 'Hydra Broodmaster', 'Felidar Cub', 'Shadow Glider', 'Shriekmaw', 'Rampaging Baloths', 'Satyr Wayfinder', 'Roon of the Hidden Realm', 'Rhox Pikemaster', 'Wind Drake', 'Canyon Minotaur', 'Flamekin Harbinger', ""Dragonlord's Servant"", 'Behemoth Sledge', 'Guttersnipe', 'Rampaging Baloths', 'Reincarnation', 'Behemoth Sledge', 'Roon of the Hidden Realm', 'Augury Adept', 'Zephyr Charge', 'Canyon Minotaur', ""Garruk's Horde"", ""Ranger's Guile"", ""Munda's Vanguard"", 'Ancient Crab', 'Press into Service', 'Baloth Pup', 'Battletide Alchemist', 'Stonehewer Giant', 'Merrow Witsniper', 'Seething Pathblazer', 'Ambassador Oak', 'Gilt-Leaf Archdruid', 'Rhys the Exiled', 'Elite Scaleguard', 'Lightform', 'Sibsig Host', 'Battlefront Krushok', 'Roiling Terrain', 'Grasping Scoundrel', 'See Red', 'Cylian Elf', 'Feral Hydra', 'Mighty Emergence', 'Resounding Roar', 'Titanic Ultimatum', 'Obelisk of Naya', 'Akroan Phalanx', 'Chorus of the Tides', 'Satyr Wayfinder', 'Divine Deflection', 'Hanweir Lancer', 'Vigilante Justice', 'Zealous Conscripts', 'Dance, Pathetic Marionette', 'Shriekmaw', 'My Wish Is Your Command', 'Rotted Ones, Lay Siege', 'Which of You Burns Brightest?', 'Your Fate Is Thrice Sealed', 'Feral Hydra', 'Ghoulraiser', 'Daybreak Ranger', 'Nightfall Predator', 'Parallel Lives', ""Ranger's Guile"", 'Arcane Flight', 'Contradict', 'Descent of the Dragons', ""Dragonlord's Servant"", 'Goldmeadow Lookout', 'Precinct Captain', 'Guttersnipe', 'Hellhole Flailer', 'Slaughter Games', 'Kor Line-Slinger', ""Soul's Attendant"", 'Battle Rampart', 'Hallowed Spiritkeeper', 'Well of Ideas', 'Shriekmaw', 'Rampaging Baloths', ""Gideon's Lawkeeper"", 'Precinct Captain', 'Prognostic Sphinx', 'Reckless Scholar', 'Guttersnipe', 'Rampaging Baloths', 'Drakestown Forgotten', 'Reckless Scholar', 'Enlisted Wurm', 'Silent-Blade Oni', 'Nacatl Hunt-Pride', 'Canyon Minotaur', 'Ember Weaver', 'Might of Alara', 'Meglonoth', 'Ruinous Gremlin', 'Thriving Grubs', 'Brigid, Hero of Kinsbaile', 'Goldmeadow Harrier', 'Kithkin Harbinger', 'Merrow Harbinger', 'Boggart Harbinger', 'Shriekmaw', 'Flamekin Harbinger', 'Giant Harbinger', 'Hurly-Burly', 'Battlewand Oak', 'Elvish Handservant', 'Gilt-Leaf Ambush', 'Spinerock Knoll', 'Swamp', 'Forest', 'Jeering Homunculus', 'Garbage Fire', 'Guttersnipe', 'Hurly-Burly', 'Trumpet Blast', 'Berserk', 'Rowdy Crew', 'Wily Goblin', 'Chancellor of the Tangle', 'Runed Halo', 'Deep-Slumber Titan', 'Ember Gale', 'Horde of Boggarts', 'Knollspine Dragon', 'Augury Adept', 'Thoughtweft Gambit', 'Rhys the Redeemed', 'Wilt-Leaf Cavaliers', 'Mountain', 'Forest', 'Open the Armory', 'Press for Answers', 'Reckless Scholar', 'Aim High', ""Gideon's Lawkeeper"", 'Griffin Rider', 'Peregrine Griffin', 'Bloodrage Vampire', ""Garruk's Horde"", 'War Oracle', 'Thopter Engineer', 'Hydrosurge', 'Jalira, Master Polymorphist', 'Xathrid Slyblade', ""Ranger's Guile"", 'Satyr Wayfinder']"
